;mean;max;min
5;1.0002678993470249;1.0;1.01622003680615
10;1.0001580792727045;1.0;1.0089448374699252
15;0.9993911774821487;1.0;1.0009867858755594
20;1.0002863082410638;1.0;1.0004656618580927
25;0.9998190770381582;1.0;0.9960183095882321
30;1.000893028957003;1.0;1.0265691705805242
35;1.0008602536219842;1.0;1.0281489370827939
40;1.0004327083646924;1.0;1.008894882123956
45;0.9950654446697178;1.0;0.9486208190978209
