;mean;max;min
5;1.0040751822450518;0.9998033026156375;1.0370581368390435
10;1.0040751822450518;0.9998033026156375;1.0370581368390435
15;1.0040751822450518;0.9998033026156375;1.0370581368390435
20;1.0040546778363286;0.9997887724906096;1.0370749871668865
25;1.0020272833824186;0.9998033026156375;1.0316432692119977
30;0.970525487108251;0.9998033026156375;0.8773379221619817
35;0.9692128463931443;0.9999874111492023;0.8927449305545478
40;0.9693704994580604;0.9996696666022021;0.9067964667473559
45;1.00074782854703;0.9998713889049127;1.0236470052254616
