;mean;max;min
5;0.9987590097284473;1.0;0.9841827184382018
10;0.9980804037678961;1.0;0.9831028758401068
15;0.9982347265849338;1.0;0.9787496407853464
20;0.9994093109673257;1.0;0.9967578960291141
25;0.9971836237254741;1.0;0.9810083816634894
30;0.9963163944225957;1.0;0.9925401812086883
35;0.9911824561610052;1.0;0.9849043950903176
40;0.9932851821318391;1.0;1.0084081311595532
45;0.9945000841765388;1.0;0.992186204507191
