;mean;max;min
5;0.9862349462204933;0.9961811973410138;0.981470107867055
10;0.9823004630844632;0.9936567576291382;0.9751152535324964
15;0.8994240663227083;0.9806798811382745;0.8401463591633944
20;0.8940649141916845;0.9880332914350753;0.842236289046139
25;0.9010295796647733;0.9899212429654649;0.8683043772611526
30;0.8926279690150908;0.990880263259425;0.8785430929179993
