;mean;max;min
5;1.0031176426176711;1.0;1.034983766387663
10;1.0041897902968637;1.0;1.0353992709955855
15;0.9999889164191125;1.0;1.0223893285248737
20;1.0017895775042007;1.0;1.0303367776327081
25;0.9979496445214261;1.0;1.0087967543954628
30;0.9834787137850615;1.0;0.9113724210156466
35;0.9975239839735512;1.0;0.9726332509448469
40;1.0015681024297718;1.0;0.9886278793823756
45;1.0059564406461379;1.0;1.0419576985404606
