;mean;max;min
5;0.9739292553581966;1.0000587928337796;0.9459025434635878
10;0.9662731744115514;0.9965245775729648;0.9465147694372446
15;0.8952983145218378;1.001836917562724;0.8231161551186273
20;0.8916363708318212;1.0007106335702625;0.8205686662016984
25;0.8865594566519905;0.9992548160103709;0.819367694753169
30;0.8734784843524337;0.9993181381008454;0.8037814025272014
