;mean;max;min
5;0.9940833164214818;1.0000331471652053;0.9912219507885589
10;1.005203289891463;0.9975299637134091;1.0115616816683053
15;0.916497280268523;0.9975639572385927;0.8763378283935239
20;0.9115564244241265;0.9951987031288544;0.871631230551618
25;0.9072975162098962;0.9932830842032209;0.8777095212544788
30;0.8989463750398845;0.9969985150828546;0.8556614762927098
